;genero;idoso;parceiro;dependentes;tempoDeServico;ServicoTelefone;MultiLinhas;ServicoInternet;ServicoSegurancaCyber;ServicoBackup;SeguroDispositivos;ServicoSuporteTecnico;StreamingTV;StreamingFilmes;Contrato;BillingDigital;MetodoPagamento;FaturaMensal;FaturaTotal;NumTickets;NumTicketsTecnico;Churn
6516;Masculino;0.0;Não;Sim;1.0;Sim;Não;DSL;Não;Não;Sim;Não;Não;Não;Mensal;Não;Cheque Eletrônico;48.95;48.95;0.0;0.0;1
1692;Masculino;0.0;Sim;Sim;39.0;Não;Sem serviço de telefone;DSL;Não;Não;Não;Não;Não;Não;1 Ano;;Cartão de Crédito (Automático);25.25;947.75;0.0;0.0;0
1532;Masculino;0.0;Não;Não;14.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Não;Cartão de Crédito (Automático);19.6;300.4;0.0;0.0;0
332;Masculino;0.0;Não;Não;46.0;Sim;Sim;Fibra óptica;Não;Sim;Sim;Não;Sim;Não;1 Ano;Sim;Cartão de Crédito (Automático);94.9;4422.95;0.0;0.0;0
3789;Masculino;;Não;Não;9.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Não;Cheque por Carta;19.85;;0.0;0.0;0
4151;Feminino;1.0;Não;;57.0;Não;Sem serviço de telefone;DSL;Não;Sim;Sim;Não;Sim;Sim;Mensal;Sim;Cheque Eletrônico;;3094.05;0.0;0.0;0
757;Feminino;0.0;Não;Não;59.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Não;Cheque por Carta;19.85;57.2;0.0;0.0;0
1027;Feminino;0.0;Não;Não;47.0;Sim;Sim;Fibra óptica;Sim;Não;Sim;Não;Sim;Não;1 Ano;Não;Cartão de Crédito (Automático);94.9;4615.25;;0.0;0
4950;Feminino;0.0;Sim;Não;4.0;Sim;Sim;;Não;Sim;Não;Não;Sim;Não;;Sim;Cheque Eletrônico;91.65;365.4;0.0;0.0;1
2301;Feminino;0.0;Sim;Não;8.0;Sim;Sim;Fibra óptica;Não;Não;Não;Sim;Não;Sim;;;;90.25;743.75;0.0;0.0;0
983;Masculino;0.0;Não;;1.0;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Não;Sim;Mensal;Sim;Cheque Eletrônico;-26.0;86.6;0.0;0.0;1
6206;Masculino;0.0;Sim;Não;-39.0;Sim;Sim;Fibra óptica;Não;Sim;Não;Sim;Não;Sim;Mensal;;Cartão de Crédito (Automático);95.65;5088.4;0.0;3.0;0
2196;Feminino;0.0;Sim;Sim;19.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Não;Cheque por Carta;20.2;382.2;0.0;0.0;0
335;Masculino;0.0;Sim;Sim;68.0;Sim;;DSL;Não;Sim;Sim;Sim;Não;Sim;1 Ano;Sim;Transferência Bancária (Automática);75.8;5293.95;;6.0;1
4800;Masculino;1.0;Não;Não;1.0;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Sim;Sim;Mensal;Sim;Cheque Eletrônico;94.0;94;0.0;0.0;1
2357;Feminino;0.0;Sim;Não;67.0;Sim;Sim;DSL;Sim;Sim;Sim;Não;Não;Sim;1 Ano;Não;Cheque por Carta;75.1;5064.45;0.0;0.0;0
2024;Masculino;0.0;Não;Não;12.0;Sim;Não;;Não;Não;Sim;Não;Sim;Sim;1 Ano;Não;Cheque Eletrônico;95.7;1184;;0.0;0
3844;Feminino;0.0;Não;Não;35.0;Sim;Sim;DSL;Sim;Não;Sim;Sim;Sim;Sim;1 Ano;Sim;Cartão de Crédito (Automático);85.95;3110.1;0.0;2.0;1
5650;Masculino;0.0;Sim;Sim;39.0;Sim;Não;DSL;Sim;Sim;Sim;;Não;Não;1 Ano;Não;Cheque Eletrônico;59.8;2343.85;0.0;0.0;0
2790;Feminino;0.0;Não;Não;50.0;Sim;Sim;Fibra óptica;Sim;Sim;Não;Sim;Sim;Sim;2 Anos;Sim;Cheque Eletrônico;109.65;5551.15;0.0;5.0;1
484;Feminino;0.0;Sim;Sim;8.0;Sim;Não;Fibra óptica;Não;Sim;Não;Não;Sim;Não;;Sim;Cheque Eletrônico;83.55;680.05;0.0;2.0;1
1177;Feminino;;Não;Não;46.0;Sim;Sim;DSL;Sim;Não;Sim;Não;Sim;;2 Anos;Não;Cheque por Carta;79.2;3593.8;;0.0;0
3595;Feminino;1.0;Não;Não;2.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Não;Não;Mensal;Sim;Transferência Bancária (Automática);70.2;115.95;0.0;0.0;1
59;Feminino;0.0;Não;Não;72.0;Sim;Sim;Fibra óptica;Não;Não;Sim;Sim;Sim;Sim;2 Anos;Sim;Cartão de Crédito (Automático);107.5;7853.7;0.0;0.0;
6485;Masculino;0.0;Sim;Não;64.0;Sim;Não;Fibra óptica;Sim;Não;Não;Não;Não;Não;Mensal;Sim;Cheque por Carta;73.55;4764;0.0;0.0;0
4762;Masculino;1.0;;Não;34.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Não;Não;Mensal;Não;Cartão de Crédito (Automático);69.15;2275.1;3.0;0.0;0
5096;Masculino;0.0;Sim;Sim;71.0;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Sim;Sim;2 Anos;Não;Transferência Bancária (Automática);86.85;6263.8;;0.0;0
6184;Masculino;0.0;Não;Não;41.0;Sim;Sim;DSL;Não;Não;Sim;Não;Não;Não;Mensal;Sim;Transferência Bancária (Automática);55.7;2237.55;0.0;0.0;0
4156;Masculino;0.0;Não;Não;1.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Sim;Cheque por Carta;;19.75;0.0;0.0;0
435;Feminino;0.0;Não;Não;26.0;Não;Sem serviço de telefone;DSL;Não;Não;Sim;Sim;Sim;Não;Mensal;Sim;;44.45;;0.0;0.0;0
5323;Feminino;0.0;Sim;Sim;58.0;Sim;Sim;Fibra óptica;Não;Sim;Sim;Não;Sim;Sim;1 Ano;Sim;Cartão de Crédito (Automático);105.2;6225.4;0.0;0.0;0
3423;Masculino;0.0;Não;Sim;1.0;Sim;Não;DSL;Sim;Não;Não;Não;Não;Não;Mensal;Não;Cheque por Carta;50.6;50.6;0.0;0.0;1
1775;Masculino;1.0;Não;Não;65.0;;Sim;Fibra óptica;Sim;Não;;Sim;Sim;Sim;2 Anos;Sim;Cheque Eletrônico;109.05;7108.2;0.0;0.0;0
4725;Masculino;0.0;Não;Não;1.0;Sim;Sim;DSL;Não;Não;Sim;Sim;Não;Não;Mensal;Não;;62.05;62.05;2.0;0.0;1
4972;Feminino;0.0;Sim;Não;71.0;Sim;Sim;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Cartão de Crédito (Automático);25.05;1873.7;0.0;0.0;0
3775;Masculino;1.0;Não;Não;41.0;Sim;Sim;Fibra óptica;Não;Não;Sim;Não;;Sim;Mensal;Sim;Cheque Eletrônico;98.4;4187.75;0.0;4.0;1
3978;Masculino;0.0;Não;Não;3.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Sim;Sim;Mensal;Não;Cheque por Carta;90.7;237.65;0.0;0.0;0
4425;Masculino;0.0;;Sim;14.0;Sim;Sim;DSL;Sim;Sim;Não;Não;Não;Sim;Mensal;Não;Cheque por Carta;69.2;944.65;1.0;0.0;
5707;Feminino;;Não;Não;2.0;Sim;;DSL;Não;Não;Não;Não;Não;Não;Mensal;;Cheque Eletrônico;45.55;84.4;2.0;0.0;0
1338;Masculino;0.0;Não;Não;1.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Não;Cheque por Carta;20.15;20.15;0.0;0.0;1
786;Masculino;0.0;Sim;Sim;72.0;Sim;Sim;DSL;Sim;Não;Não;Não;Não;Não;2 Anos;Não;Transferência Bancária (Automática);55.3;3983.6;;0.0;0
6639;Masculino;0.0;Sim;Sim;50.0;Sim;Não;Fibra óptica;Não;Sim;Sim;Sim;Sim;Sim;1 Ano;Sim;;;5236.4;0.0;0.0;0
3317;Masculino;0.0;Sim;;;Sim;Não;DSL;Sim;Sim;Não;Sim;Sim;Não;1 Ano;Não;Cartão de Crédito (Automático);70.8;4448.8;0.0;0.0;0
2065;Feminino;0.0;Não;Não;34.0;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Sim;Não;Mensal;Não;Cheque Eletrônico;85.35;2896.6;0.0;0.0;0
2568;Masculino;0.0;Sim;Sim;15.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Cheque por Carta;19.35;278.85;0.0;0.0;0
5377;Masculino;0.0;Não;Não;4.0;Sim;Não;DSL;Não;;Não;Sim;Sim;Não;Mensal;Sim;Cheque Eletrônico;61.3;249.4;4.0;0.0;0
5141;Masculino;0.0;Não;Não;5.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Sim;Cheque por Carta;19.25;86.05;0.0;;0
945;Feminino;0.0;Não;Não;3.0;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Não;Não;Mensal;Não;Transferência Bancária (Automática);74.4;215.8;0.0;;
874;Masculino;0.0;Não;Sim;45.0;Sim;;Fibra óptica;Não;Não;;Não;Sim;Sim;2 Anos;Não;;99.7;4634.35;0.0;0.0;0
158;;0.0;Sim;Sim;16.0;Sim;Não;DSL;Sim;;Sim;Não;Sim;Não;2 Anos;Não;Cheque por Carta;64.25;1024;0.0;0.0;0
2097;Masculino;0.0;Não;Não;9.0;Sim;Não;Fibra óptica;Não;Não;Sim;Não;Sim;Sim;Mensal;Sim;Cheque Eletrônico;94.05;811.65;0.0;0.0;0
359;Masculino;0.0;Sim;Sim;;Sim;Sim;Fibra óptica;Sim;Não;Não;Não;Sim;Sim;1 Ano;Não;Cheque Eletrônico;97.1;4016.75;0.0;0.0;0
451;Feminino;1.0;Não;Não;22.0;Sim;Não;DSL;Sim;Não;Sim;Sim;Não;Sim;Mensal;Sim;Cheque por Carta;69.75;1545.4;1.0;0.0;0
5811;Masculino;0.0;Sim;Não;61.0;Sim;Sim;DSL;Não;Sim;;Não;Sim;Sim;2 Anos;Não;Transferência Bancária (Automática);80.9;4932.5;0.0;0.0;0
5176;Feminino;0.0;Não;Sim;26.0;Não;Sem serviço de telefone;DSL;Sim;Não;Não;Sim;Não;Sim;Mensal;Não;Cheque por Carta;45.8;1147;0.0;0.0;0
955;Masculino;0.0;Sim;Não;1.0;Sim;Não;DSL;Não;Não;Não;Não;Não;Não;Mensal;Não;Cartão de Crédito (Automático);44.7;44.7;0.0;0.0;1
1130;Masculino;0.0;Sim;Sim;26.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;;Sem serviço de internet;2 Anos;Sim;Cartão de Crédito (Automático);19.15;;0.0;0.0;0
4257;Feminino;0.0;Sim;Não;49.0;Sim;Não;Fibra óptica;Não;Sim;Sim;Não;Sim;Sim;Mensal;Não;Cheque Eletrônico;99.4;5025;;0.0;
3510;Feminino;0.0;Não;Não;8.0;Sim;;Fibra óptica;Não;Não;Não;;Não;Não;Mensal;Sim;Cheque Eletrônico;75.25;576.7;1.0;;0
2258;Masculino;0.0;Não;Não;56.0;Sim;Não;DSL;Sim;Não;Sim;Não;Não;Não;1 Ano;Não;;52.7;3019.7;0.0;0.0;0
5404;Feminino;0.0;Não;Não;;Sim;Não;Fibra óptica;Sim;Sim;Sim;Não;Sim;Não;1 Ano;Sim;Cartão de Crédito (Automático);95.65;4664.2;0.0;0.0;0
1904;Masculino;0.0;Não;Não;56.0;Sim;Sim;Fibra óptica;Não;Sim;Não;Sim;Não;Sim;Mensal;Sim;Cheque Eletrônico;94.45;5124.6;0.0;5.0;1
2043;;1.0;Não;Não;16.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Não;Não;;Não;;69.65;1043.3;3.0;0.0;0
2848;Masculino;0.0;Sim;Sim;24.0;Sim;Não;DSL;Sim;Não;Sim;Não;Não;Não;1 Ano;;Cartão de Crédito (Automático);56.25;1454.25;0.0;0.0;0
6889;Masculino;0.0;Não;Não;3.0;Sim;Não;Fibra óptica;Não;Não;Sim;Sim;Sim;Não;Mensal;Sim;Cheque por Carta;89.85;244.45;0.0;0.0;0
2449;Masculino;0.0;Sim;Sim;113.0;Sim;Não;DSL;Não;Não;;Não;Sim;Não;Mensal;Sim;Transferência Bancária (Automática);59.65;683.25;0.0;0.0;0
4927;Masculino;0.0;Sim;Não;30.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Cheque por Carta;19.05;637.55;0.0;0.0;0
1233;Feminino;0.0;Sim;Sim;70.0;Sim;Sim;;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Transferência Bancária (Automática);24.7;1685.9;2.0;0.0;0
2934;Feminino;0.0;Sim;Sim;12.0;Sim;Não;Não;Sem serviço de internet;;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Não;Transferência Bancária (Automática);19.4;198.1;0.0;;0
6913;Feminino;0.0;Sim;Sim;69.0;Sim;Sim;Fibra óptica;Não;Sim;Sim;Sim;Sim;Sim;1 Ano;Sim;Transferência Bancária (Automática);108.75;7493.05;0.0;0.0;0
3887;Masculino;0.0;Não;Não;11.0;Sim;Não;Fibra óptica;Não;Sim;Não;Não;Não;Não;Mensal;Não;Cheque Eletrônico;74.95;815.5;0.0;0.0;1
5573;Feminino;;Não;Não;1.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Não;Não;Mensal;Sim;Cheque Eletrônico;69.85;69.85;;0.0;1
5893;Masculino;0.0;Sim;Sim;12.0;Sim;Sim;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Sim;Transferência Bancária (Automática);24.0;269.65;0.0;0.0;0
5606;Masculino;0.0;Não;Sim;15.0;Sim;;DSL;Não;Não;Sim;Sim;Não;Não;1 Ano;Não;Cartão de Crédito (Automático);55.2;864.55;0.0;0.0;0
1122;Feminino;0.0;Não;Não;19.0;Não;Sem serviço de telefone;DSL;Não;Não;Não;Não;Sim;Sim;1 Ano;Sim;Cartão de Crédito (Automático);44.85;893.55;0.0;0.0;1
3528;Masculino;;Não;Não;16.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Sim;Cheque por Carta;19.7;342.4;0.0;0.0;1
5627;Masculino;1.0;Sim;Não;;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Não;Não;Mensal;Sim;Cheque Eletrônico;74.85;485.25;0.0;0.0;0
5467;Feminino;0.0;Não;Não;53.0;Sim;Sim;Fibra óptica;Sim;Sim;;Não;Sim;Não;1 Ano;Não;Cheque por Carta;98.6;5311.85;0.0;0.0;0
1931;Feminino;0.0;Sim;Não;53.0;Sim;Sim;Fibra óptica;Não;Sim;Sim;Sim;Sim;;1 Ano;Sim;Transferência Bancária (Automática);111.8;5809.75;0.0;0.0;0
5804;Feminino;0.0;Sim;Sim;71.0;Sim;Sim;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Cartão de Crédito (Automático);23.9;1663.5;0.0;0.0;0
5363;Masculino;0.0;;;70.0;Sim;;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Cheque por Carta;25.35;1715.15;5.0;0.0;0
2282;Masculino;1.0;Sim;Sim;116.0;Sim;Sim;Fibra óptica;Não;Não;Sim;Não;Sim;Sim;Mensal;Sim;Cartão de Crédito (Automático);99.5;6822.15;0.0;5.0;1
5005;Feminino;0.0;Sim;Não;39.0;Sim;Não;Fibra óptica;Sim;Não;Sim;Sim;Sim;Sim;1 Ano;Sim;Cartão de Crédito (Automático);;;5.0;3.0;1
5602;Masculino;0.0;Não;Não;6.0;Sim;Não;DSL;Sim;Não;Sim;Sim;Sim;Sim;2 Anos;Sim;Cheque por Carta;80.25;493.4;0.0;0.0;0
1321;Masculino;0.0;Sim;Sim;110.0;;Não;;Sim;Sim;;Sim;Não;Não;1 Ano;Sim;Transferência Bancária (Automática);65.85;3928.3;0.0;0.0;0
149;Masculino;0.0;Sim;Sim;15.0;Sim;Não;DSL;Não;Sim;Sim;Sim;Não;Sim;Mensal;Sim;Cheque por Carta;69.5;;0.0;0.0;0
3024;Masculino;0.0;Não;Sim;;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Não;Cheque por Carta;20.4;184.1;0.0;0.0;0
4;Feminino;0.0;Não;Não;2.0;Sim;Não;;Não;Não;Não;Não;Não;Não;Mensal;Sim;Cheque Eletrônico;70.7;151.65;0.0;0.0;1
257;Masculino;0.0;Não;Não;50.0;Sim;Sim;Fibra óptica;Sim;Sim;Sim;Sim;Sim;Sim;1 Ano;Não;Cartão de Crédito (Automático);114.35;5791.1;0.0;0.0;0
2034;Masculino;0.0;Sim;Sim;41.0;Sim;Não;DSL;Sim;Sim;Sim;Não;Não;Não;1 Ano;Sim;Transferência Bancária (Automática);60.3;2511.3;0.0;0.0;0
3134;Feminino;0.0;Sim;Sim;36.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Não;Transferência Bancária (Automática);19.2;702.9;0.0;0.0;0
4414;Feminino;0.0;Não;Sim;21.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;;Sem serviço de internet;Mensal;Não;Cheque por Carta;20.75;452.2;0.0;0.0;0
1935;Feminino;0.0;Não;Não;51.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;1 Ano;Sim;Transferência Bancária (Automática);19.85;996.95;0.0;0.0;0
145;Feminino;0.0;Sim;Sim;65.0;Sim;Sim;Fibra óptica;Sim;Sim;Não;Sim;Sim;Não;2 Anos;Sim;Cartão de Crédito (Automático);99.05;6416.7;0.0;0.0;0
2375;Feminino;1.0;Sim;Não;71.0;Sim;Não;Fibra óptica;Sim;Sim;;Sim;Sim;Sim;2 Anos;Sim;Transferência Bancária (Automática);109.7;7904.25;;0.0;0
6396;Feminino;1.0;Sim;Não;36.0;Sim;Sim;Fibra óptica;Não;Sim;Não;Não;Sim;Não;;Sim;Cartão de Crédito (Automático);91.95;3301.05;0.0;0.0;0
5378;Feminino;0.0;Sim;Sim;58.0;;;DSL;Sim;Não;Sim;Sim;Sim;Não;2 Anos;Não;Cheque por Carta;75.8;4415.75;0.0;0.0;0
5249;Masculino;0.0;;Sim;72.0;Não;;DSL;Sim;Sim;Sim;Sim;Sim;Sim;2 Anos;Não;Cartão de Crédito (Automático);67.2;4671.7;4.0;0.0;0
3739;Masculino;0.0;Não;Não;24.0;;Sim;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;1 Ano;Não;Cheque Eletrônico;24.6;592.65;0.0;0.0;0
5978;Feminino;0.0;Não;Não;46.0;Sim;Sim;Fibra óptica;Sim;;Não;Não;Não;Não;Mensal;Não;Cheque por Carta;84.25;3847.6;0.0;0.0;0
5768;Masculino;0.0;Sim;Não;44.0;Sim;;Fibra óptica;Não;Não;Não;Não;Sim;Sim;1 Ano;Sim;Transferência Bancária (Automática);90.65;3974.15;0.0;0.0;0
4881;Masculino;0.0;Sim;Não;28.0;Sim;Não;Fibra óptica;Não;Não;Não;Sim;Não;Não;Mensal;Não;Transferência Bancária (Automática);76.55;2065.4;0.0;0.0;0
3625;Feminino;0.0;Sim;Não;71.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Cartão de Crédito (Automático);19.85;1379.6;0.0;0.0;0
6952;Feminino;0.0;Não;Não;48.0;Sim;Sim;Fibra óptica;Não;Sim;Sim;Não;Sim;Sim;Mensal;Sim;Transferência Bancária (Automática);107.4;5121.3;0.0;5.0;1
3381;Feminino;0.0;Não;Não;41.0;Sim;Não;DSL;Sim;Não;Sim;Sim;;Sim;1 Ano;Sim;Transferência Bancária (Automática);79.85;3320.75;3.0;0.0;0
6932;Masculino;0.0;Não;Não;10.0;Sim;Não;DSL;Não;Não;Não;Não;Não;Sim;Mensal;Sim;Transferência Bancária (Automática);56.75;503.25;0.0;0.0;0
4806;Masculino;0.0;Não;Não;67.0;Sim;Não;Não;Sem serviço de internet;;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;1 Ano;Sim;Cheque por Carta;19.45;1195.95;0.0;;0
6927;Masculino;0.0;Sim;Sim;5.0;Sim;Sim;DSL;;Sim;Não;Sim;;;Mensal;Não;Cartão de Crédito (Automático);64.4;316.9;0.0;0.0;0
6053;Feminino;0.0;Não;Sim;89.0;Sim;Sim;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Sim;Cheque Eletrônico;25.1;1070.15;0.0;0.0;0
2217;Feminino;0.0;Sim;Sim;66.0;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Sim;Sim;2 Anos;Não;Cartão de Crédito (Automático);89.9;5958.85;0.0;0.0;0
1652;Masculino;0.0;Sim;Não;17.0;Não;Sem serviço de telefone;DSL;Sim;Não;Sim;Não;Não;Não;Mensal;Não;Cheque por Carta;34.4;592.75;0.0;0.0;0
2496;Masculino;0.0;Não;Não;18.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Cartão de Crédito (Automático);20.05;388.6;0.0;0.0;0
4566;Masculino;0.0;Sim;Não;68.0;Sim;Não;Fibra óptica;Não;Sim;Não;Sim;Sim;Sim;1 Ano;Sim;Cheque Eletrônico;;6754.35;0.0;0.0;0
5516;Masculino;0.0;Não;Não;4.0;Sim;Sim;DSL;Não;Não;Não;Não;Não;Não;Mensal;Não;;51.75;201.1;;0.0;1
4867;Masculino;0.0;Sim;Não;34.0;Sim;Sim;Fibra óptica;Não;Não;Sim;Não;Sim;Sim;Mensal;Não;Cheque Eletrônico;100.85;3527.3;0.0;0.0;0
6627;Feminino;0.0;Sim;Não;59.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;1 Ano;Não;Cheque por Carta;20.35;1267;0.0;4.0;0
5355;Masculino;0.0;Não;Não;48.0;Sim;Sim;Fibra óptica;Sim;Não;Não;Sim;Não;Sim;Mensal;Sim;Cheque Eletrônico;95.4;4445.3;0.0;0.0;0
5980;Feminino;0.0;Não;Não;17.0;Sim;Não;DSL;Sim;Sim;Não;Sim;Sim;Sim;;Não;Cartão de Crédito (Automático);79.85;1387.35;5.0;0.0;0
1977;Masculino;1.0;Não;Não;31.0;Sim;Sim;Fibra óptica;Não;Sim;Não;Não;Sim;;Mensal;Sim;Cheque Eletrônico;90.7;2845.15;0.0;0.0;0
1289;Masculino;0.0;Não;Não;63.0;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Não;Não;1 Ano;Não;Transferência Bancária (Automática);68.8;4111.35;0.0;0.0;0
3237;Masculino;0.0;Sim;;;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Sim;Cartão de Crédito (Automático);-47.0;1267.05;3.0;0.0;0
4449;Feminino;0.0;Não;Não;60.0;Sim;Sim;Fibra óptica;Não;Sim;Sim;Não;Sim;Sim;2 Anos;Não;;104.7;6333.8;5.0;0.0;0
4830;Masculino;0.0;Sim;Não;54.0;Sim;Não;DSL;Sim;Sim;Não;Não;Sim;Sim;2 Anos;;Transferência Bancária (Automática);74.55;4191.45;0.0;0.0;0
3404;Feminino;0.0;Não;Sim;;Sim;Não;DSL;Sim;Sim;Não;Não;Não;Não;1 Ano;Não;Cartão de Crédito (Automático);55.6;2016.45;0.0;0.0;0
6609;Masculino;0.0;Não;Não;1.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Sim;Cheque por Carta;20.1;20.1;0.0;0.0;1
5731;Feminino;0.0;Não;Não;10.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Sim;Cheque por Carta;19.9;199.45;;0.0;0
4793;Masculino;0.0;Sim;Não;49.0;Sim;Não;Fibra óptica;Não;Não;Sim;Sim;Sim;Sim;1 Ano;Sim;Cartão de Crédito (Automático);99.25;4920.8;0.0;0.0;0
3028;Masculino;0.0;Não;Não;5.0;Não;Sem serviço de telefone;DSL;Sim;Sim;Sim;Sim;Não;Não;;Sim;Cheque por Carta;43.25;;0.0;0.0;1
4945;Masculino;0.0;Sim;Sim;20.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Cheque por Carta;20.05;400;0.0;0.0;0
6611;Masculino;0.0;Sim;Sim;29.0;Sim;Sim;DSL;Sim;Não;Não;;Sim;Não;1 Ano;Não;Transferência Bancária (Automática);69.05;1958.45;0.0;0.0;0
4279;Masculino;0.0;Sim;Sim;25.0;Sim;Sim;Não;;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Sim;Transferência Bancária (Automática);25.4;546.85;0.0;0.0;0
6860;Feminino;0.0;Não;Não;37.0;Sim;Sim;Fibra óptica;Não;;Sim;Não;Sim;Sim;Mensal;Sim;Transferência Bancária (Automática);101.9;3545.35;0.0;2.0;1
982;;;Não;Não;39.0;Sim;Não;;Sim;Não;Não;Não;Não;Não;1 Ano;Sim;Cheque Eletrônico;47.85;1886.4;0.0;0.0;0
2239;Feminino;0.0;Sim;;;Não;Sem serviço de telefone;DSL;Sim;Não;Não;Sim;Não;Não;2 Anos;Não;Cartão de Crédito (Automático);35.7;2545.7;0.0;3.0;0
684;Feminino;0.0;Não;Não;1.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Não;Não;Mensal;Não;Cheque por Carta;71.1;71.1;2.0;0.0;0
5563;Feminino;0.0;Não;Não;4.0;Sim;Não;Não;Sem serviço de internet;;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Não;Cheque por Carta;20.15;84.5;0.0;0.0;0
